,entities,relations,sentences
10,"[[(u'complexity', u'Metric'), (u'Decision Support Systems', u'Task')], [(u'complexity', u'Metric'), (u'manual low level tasks', u'Metric'), (u'them', u'Generic'), (u'customer dissatisfaction', u'OtherScientificTerm')], [(u'manual low level task', u'Task'), (u'allocation of shared resources', u'OtherScientificTerm')], [(u'task', u'Generic'), (u'solution', u'Generic'), (u'it', u'Generic')], [(u'autonomic computing', u'Task'), (u'ontology engineering', u'Task'), (u'information source', u'Material'), (u'knowledge base representation', u'Task')], [(u'autonomic data warehouse resource configuration', u'Task'), (u'decision support systems', u'Method')]]","[[], [], [], [(u'solution', u'USED-FOR', u'it'), (u'solution', u'USED-FOR', u'autonomic')], [(u'information source', u'USED-FOR', u'knowledge base representation')], []]","[u'The paper addresses the problem of complexity in managing Decision Support Systems , due to the immense quantity of information available .', u'With the increase in complexity , manual low level tasks take most of the decision experts time , not allowing them to focus on higher level business objectives , leading to poor quality of service and customer dissatisfaction .', u'We treat a common manual low level task , the allocation of shared resources between groups of data warehouses .', u'We describe how this task is executed in present , and propose a solution for rendering it autonomic while focusing on the improvement of the service levels .', u'We base our proposal on the notions of autonomic computing , integration of specific heuristics and on aspects of ontology engineering as information source for knowledge base representation .', u'The paper is aimed at proposing autonomic data warehouse resource configuration , with the applicative area of decision support systems .']"
11,"[[(u'Linked data systems', u'Method')], [], [(u'self-describing linked data', u'Material')]]","[[], [], []]","[u'Linked data systems rely on the quality of , and linking between , their data sources .', u'However , existing data is difficult to trace to its origin and provides no provenance for links .', u'This article discusses the need for self-describing linked data .']"
12,"[[(u'product knowledge management', u'Method'), (u'ontological characterisation of engineering features', u'Task'), (u'feature-based models', u'Method'), (u'disparate application tasks', u'Task'), (u'features', u'OtherScientificTerm'), (u'domain entities', u'OtherScientificTerm')], [(u'ontology', u'OtherScientificTerm'), (u'it', u'Generic'), (u'product knowledge representation', u'Method')], [(u'physical layouts of material products', u'OtherScientificTerm')], [(u'form feature', u'OtherScientificTerm'), (u'it', u'Generic'), (u'engineering conceptualisations', u'OtherScientificTerm')]]","[[(u'ontological foundations', u'USED-FOR', u'product knowledge management'), (u'feature-based models', u'USED-FOR', u'disparate application tasks')], [(u'it', u'USED-FOR', u'product knowledge representation')], [], []]","[u'The work presented in the thesis strives from the need of providing ontological foundations for product knowledge management ; in particular , it provides an ontological characterisation of engineering features on the grounds of foundational theories of ontology engineering. # R # # N # Inasmuch as feature-based models are employed for disparate application tasks , on the one side we develop a high-level understanding of features by distinguishing the domain entities that are modelled in their terms .', u'In this manner , we aim at an ontology that is not strictly committed to specific application requirements but it is broadly applicable to product knowledge representation .', u'On the other hand , we focus on the representation of ( some aspects of ) the physical layouts of material products .', u'The notion of form feature plays a relevant role in this context and attention will be paid in the different ways in which it can be understood and represented according to engineering conceptualisations .']"
13,"[[], [(u'structured data', u'Material'), (u'abstract conceptualization', u'OtherScientificTerm')], [(u'abstract conceptualization', u'Task'), (u'applications', u'Generic'), (u'natural language processing', u'Task'), (u'information extraction', u'Task'), (u'machine learning', u'Task'), (u'ontology engineering', u'Task')], [(u'CEVO', u'Method'), (u'shared meaning', u'OtherScientificTerm'), (u'syntactic behavior', u'OtherScientificTerm')], [(u'ontology', u'Generic')], [(u'ontology', u'Generic'), (u'annotation tasks', u'Task'), (u'annotating relations', u'Task'), (u'plain text', u'Material'), (u'annotating ontological properties', u'Task'), (u'textual relations', u'OtherScientificTerm')]]","[[], [], [(u'abstract conceptualization', u'USED-FOR', u'applications'), (u'natural language processing', u'HYPONYM-OF', u'applications'), (u'natural language processing', u'CONJUNCTION', u'information extraction'), (u'information extraction', u'HYPONYM-OF', u'applications'), (u'information extraction', u'CONJUNCTION', u'machine learning'), (u'information extraction', u'CONJUNCTION', u'ontology engineering'), (u'machine learning', u'HYPONYM-OF', u'applications'), (u'machine learning', u'CONJUNCTION', u'ontology engineering'), (u'ontology engineering', u'HYPONYM-OF', u'applications')], [(u'shared meaning', u'CONJUNCTION', u'syntactic behavior')], [], []]","[u'While the general analysis of named entities has received substantial research attention , the analysis of relations over named entities has not .', u'In fact , a review of the literature on unstructured as well as structured data revealed a deficiency in research on the abstract conceptualization required to organize relations .', u'We believe that such an abstract conceptualization can benefit various communities and applications such as natural language processing , information extraction , machine learning and ontology engineering .', u""In this paper , we present CEVO ( i.e. , a Comprehensive EVent Ontology ) built on Levin 's conceptual hierarchy of English verbs that categorizes verbs with the shared meaning and syntactic behavior ."", u'We present the fundamental concepts and requirements for this ontology .', u'Furthermore , we present three use cases for demonstrating the benefits of this ontology on annotation tasks : 1 ) annotating relations in plain text , 2 ) annotating ontological properties and 3 ) linking textual relations to ontological properties .']"
14,"[[(u'integrity constraint validation', u'Task'), (u'ontology', u'Method'), (u'expressive description logics', u'Method'), (u'ontology engineering', u'Task'), (u'integrity constraints', u'OtherScientificTerm'), (u'ontology', u'OtherScientificTerm'), (u'ontology data', u'Material')], [(u'integrity constraint validation', u'Method'), (u'conjunctive query answering', u'Task'), (u'integrity constraints', u'OtherScientificTerm'), (u'ontology knowledge base', u'Material'), (u'tableau algorithm', u'Method'), (u'reasoning systems', u'Method')], [(u'ontology data set', u'Material'), (u'reasoning systems', u'Method'), (u'real-life ontologies', u'OtherScientificTerm')], [(u'modularization', u'Method'), (u'terminologies', u'OtherScientificTerm'), (u'integrity constraints', u'OtherScientificTerm')], [(u'integrity constraint validation', u'Method')]]","[[(u'integrity constraint validation', u'CONJUNCTION', u'ontology'), (u'ontology', u'USED-FOR', u'legal states of ontology data')], [(u'integrity constraint validation', u'USED-FOR', u'conjunctive query answering'), (u'tableau algorithm', u'USED-FOR', u'ontology knowledge base')], [], [], []]","[u'In the last years , integrity constraint validation over the ontology with expressive description logics is a prominent reasoning service in ontology engineering , as integrity constraints are added into the ontology to guarantee the legal states of ontology data .', u'The integrity constraint validation can be converted into the conjunctive query answering , we thus check the satisfaction of integrity constraints in ontology knowledge base based on the tableau algorithm and further use the existing reasoning systems .', u'With the increase of the ontology data set , however , these reasoning systems reveal the bad performance in real-life ontologies .', u'In order to reduce the amount of information that must be taken into account , we apply the idea of modularization to break down the terminologies and assertions with respect to integrity constraints , and get smaller chunks for them .', u'The empirical results are presented to demonstrate the high efficiency and an improvement of integrity constraint validation .']"
15,"[[(u'text understanding', u'Task'), (u'document vectorization', u'Task'), (u'text mining', u'Task'), (u'semi-automated ontology extension', u'Task'), (u'documents', u'Material'), (u'ontology engineering', u'Task'), (u'domain-specific texts', u'Material')], [(u'method', u'Generic'), (u'task', u'Generic')], [(u'approach', u'Generic'), (u'term clustering method', u'Method'), (u'human overhead', u'OtherScientificTerm'), (u'postprocessing phase', u'OtherScientificTerm')], [(u'hierarchically organized output', u'OtherScientificTerm'), (u'Bisecting K-Means', u'Method')], [(u'algorithm', u'Generic'), (u'method', u'Generic'), (u'K-Means', u'Method'), (u'ontologies', u'OtherScientificTerm')]]","[[(u'document vectorization', u'PART-OF', u'text understanding'), (u'document vectorization', u'USED-FOR', u'text mining'), (u'document vectorization', u'CONJUNCTION', u'semi-automated ontology extension'), (u'text mining', u'CONJUNCTION', u'semi-automated ontology extension'), (u'semi-automated ontology extension', u'PART-OF', u'text understanding'), (u'documents', u'CONJUNCTION', u'ontology engineering')], [], [(u'approach', u'COMPARE', u'term clustering method')], [], [(u'ontologies', u'USED-FOR', u'K-Means'), (u'gold standards', u'USED-FOR', u'K-Means')]]","[u'The discovery of semantically associated groups of terms is important for many applications of text understanding , including document vectorization for text mining , semi-automated ontology extension from documents and ontology engineering with help of domain-specific texts .', u'In [ 3 ] , we have proposed a method for the discovery of such terms and shown that its performance is superior to other methods for the same task .', u""However , we have observed that ( a ) the approach is sensitive to the term clustering method and ( b ) the performance improves with the size of the results'list , thus incurring higher human overhead in the postprocessing phase ."", u'In this study , we address these issues by proposing the delivery of a hierarchically organized output , computed with Bisecting K-Means .', u'We compared the results of the new algorithm with those delivered by the original method , which used K-Means using two ontologies as gold standards .']"
16,"[[(u'model', u'Generic'), (u'method', u'Generic'), (u'online social messages', u'Material'), (u'emergent events', u'OtherScientificTerm'), (u'ontology engineering', u'Task')], [(u'event modelling system', u'Method'), (u'data-cluster slicing approach', u'Method'), (u'social data', u'Material'), (u'event lifecycle algorithms', u'Method'), (u'large-scale emerging novel events', u'OtherScientificTerm')], [(u'system', u'Generic'), (u'structured node', u'OtherScientificTerm'), (u'event-entity extraction', u'Task'), (u'event ontologies', u'OtherScientificTerm'), (u'fast response of emergent events', u'Task')], [(u'system', u'Generic'), (u'prediction of possible evolution', u'Task'), (u'dynamic entity extraction', u'Task')]]","[[(u'model', u'USED-FOR', u'ontology engineering'), (u'method', u'USED-FOR', u'ontology engineering'), (u'emergent events', u'FEATURE-OF', u'online social messages')], [(u'data-cluster slicing approach', u'USED-FOR', u'event modelling system'), (u'event lifecycle algorithms', u'USED-FOR', u'event modelling system'), (u'event lifecycle algorithms', u'CONJUNCTION', u'data-cluster slicing approach')], [(u'system', u'USED-FOR', u'ranked temporal , spatial and topical keywords'), (u'system', u'USED-FOR', u'event ontologies'), (u'structured node', u'USED-FOR', u'event-entity extraction'), (u'structured node', u'USED-FOR', u'event ontologies'), (u'event ontologies', u'USED-FOR', u'fast response of emergent events')], [(u'system', u'USED-FOR', u'prediction of possible evolution')]]","[u'In this paper , we describe our work on developing a model and method for extracting key entities from the online social messages regarding emergent events for enhancing ontology engineering , enabling a sensible solution for prevention of similar disasters .', u'Our work started with the development of an event modelling system using a data-cluster slicing approach , which combines analytics of social data and event lifecycle algorithms , allowing for large-scale emerging novel events to be quickly and accurately analyzed .', u'Subsequently , our system computes the energy of each collected event data sets , and then encapsulates ranked temporal , spatial and topical keywords into a structured node for event-entity extraction , in order to update event ontologies for fast response of emergent events .', u'The preliminary experimental results demonstrate that our developed system is workable , allowing for prediction of possible evolution and early warning of critical incidents with a support of dynamic entity extraction .']"
17,"[[(u'Ontology evaluation', u'Task'), (u'technical quality', u'Metric'), (u'ontology', u'OtherScientificTerm'), (u'frame of reference', u'OtherScientificTerm')], [(u'it', u'Generic'), (u'ontology engineering', u'Task'), (u'scenarios', u'Generic'), (u'ontology validation', u'Task'), (u'knowledge selection', u'Task'), (u'knowledge extraction algorithms', u'Method')], [(u'methodological guidelines', u'OtherScientificTerm'), (u'stand-alone ontologies', u'OtherScientificTerm'), (u'ontology networks', u'Method')], [(u'NeOn perspective', u'OtherScientificTerm'), (u'ontology evaluation', u'Task')], [(u'evaluation methods', u'Generic'), (u'evaluation process', u'Task')], [(u'ontology evaluation', u'Task')]]","[[(u'frame of reference', u'FEATURE-OF', u'ontology')], [(u'it', u'USED-FOR', u'ontology engineering'), (u'it', u'USED-FOR', u'scenarios'), (u'ontology validation', u'HYPONYM-OF', u'ontology engineering'), (u'ontology validation', u'HYPONYM-OF', u'scenarios'), (u'ontology validation', u'CONJUNCTION', u'knowledge selection'), (u'knowledge selection', u'HYPONYM-OF', u'scenarios'), (u'knowledge selection', u'CONJUNCTION', u'evaluation of knowledge extraction algorithms'), (u'knowledge selection', u'CONJUNCTION', u'knowledge extraction algorithms')], [(u'methodological guidelines', u'USED-FOR', u'stand-alone ontologies')], [], [], []]","[u'Ontology evaluation refers to the activity of checking the technical quality of an ontology against a frame of reference .', u'As such , it is of core importance for ontology engineering supporting scenarios such as ontology validation , knowledge selection , or the evaluation of knowledge extraction algorithms .', u'In this chapter , we provide methodological guidelines for evaluating stand-alone ontologies as well as ontology networks .', u'Our goal is not only to present the NeOn perspective on this issue but to also provide a practical outlook to the vast area of work in the area of ontology evaluation .', u'Without performing an extensive state-of-the-art analysis of this research field , we aim to illustrate how various evaluation methods developed by the NeOn project , and not only , can be used at different stages of the evaluation process .', u'We conclude the chapter with some concrete examples of performing ontology evaluation .']"
18,"[[(u'domain specific solutions', u'Method'), (u'detailed semantic analysis', u'Task'), (u'natural language processing community', u'Task'), (u'natural language based user interface', u'OtherScientificTerm')], [(u'approaches', u'Generic'), (u'text contents', u'Material'), (u'semantic information', u'OtherScientificTerm'), (u'approaches', u'Generic'), (u'semantic analysis', u'Method')], [(u'approach', u'Generic'), (u'semantic information', u'OtherScientificTerm'), (u'semantic analysis', u'Method')], [(u'problem', u'Generic'), (u'semantic technology', u'Method'), (u'natural language', u'Material'), (u'domain specific semantics', u'OtherScientificTerm'), (u'semantic analysis', u'Method'), (u'attached semantics', u'OtherScientificTerm')], [(u'approach', u'Generic'), (u'semantic framework', u'Method'), (u'natural language software requirement specifications', u'Task')], [(u'framework', u'Generic'), (u'semantic technology', u'Method'), (u'software requirement documents', u'Material'), (u'applications', u'Generic')], [(u'approach', u'Generic'), (u'ontologies', u'Generic'), (u'knowledge management', u'Task'), (u'system', u'Generic'), (u'real world software systems', u'Method')], [(u'approach', u'Generic'), (u'software requirement specification', u'OtherScientificTerm'), (u'graph', u'OtherScientificTerm')], [(u'requirement graph', u'OtherScientificTerm'), (u'sparse matrix', u'OtherScientificTerm'), (u'ontology', u'OtherScientificTerm'), (u'OntoGen tool', u'Method')]]","[[(u'domain specific solutions', u'USED-FOR', u'detailed semantic analysis')], [(u'approaches', u'USED-FOR', u'text contents'), (u'approaches', u'USED-FOR', u'semantic analysis')], [(u'semantic information', u'USED-FOR', u'semantic analysis')], [(u'semantic technology', u'USED-FOR', u'problem'), (u'semantic technology', u'USED-FOR', u'software requirements'), (u'attached semantics', u'USED-FOR', u'semantic analysis')], [(u'semantic framework', u'USED-FOR', u'approach')], [(u'semantic technology', u'USED-FOR', u'framework'), (u'software requirement documents', u'USED-FOR', u'semantic technology')], [(u'ontologies', u'USED-FOR', u'system')], [], []]","[u'In the recent past , domain specific solutions for detailed semantic analysis have got acceptable by natural language processing community and use of applications involving natural language based user interface .', u'Different approaches that has been previously used is focusing on quality of text and improving the text contents by adding semantic information with text then the existing approaches used for semantic analysis can provide better results .', u'In this , an approach was presented to address the problem of non- availability of semantic information required for better semantic analysis .', u'This problem is solved by using semantic technology to annotate text of software requirements expressed in a natural language with their domain specific semantics and investigate the effect of semantic analysis with attached semantics .', u'The presented approach uses a semantic framework specifically designed for interpretation and detailed semantic analysis of natural language software requirement specifications .', u'The used framework is based on semantic technology involves knowledge extracted from existing software requirement documents and knowledge extracted from existing applications .', u'The presented approach shows that by adapting and combing existing ontologies to support knowledge management , developing system and performing experiments on requirement of real world software systems .', u'In this approach start with software requirement specification , after this clean the irrelevant requirements , convert the cleaned requirements into graph that represents inter related different elements .', u'Represent the requirement graph into sparse matrix , after these all steps ; we generate ontology with the help of OntoGen tool .']"
19,"[[(u'education', u'Task'), (u'entertainment', u'Material'), (u'business', u'Material')], [(u'Web', u'Material'), (u'electronic commerce', u'Task')], [(u'Artificial Intelligence field', u'Task')], [(u'smart Web-based systems', u'Method'), (u'artificial intelligence techniques', u'Method')], [(u'Web technology', u'Method'), (u'artificial intelligence techniques', u'Method')], [], [(u'artificial intelligence techniques', u'Method'), (u'Web personalisation', u'Task')], [(u'artificial intelligence techniques', u'Method'), (u'Web functionality', u'Task')], [(u'Personalisation', u'Task'), (u'Web personalisation', u'Task'), (u'user profiles', u'Material'), (u'personalisation of Web contents', u'Task'), (u'mobile devices', u'Material'), (u'personalisation of Web services', u'Task')], [(u'Web services', u'Task')], [(u'semantic operability problem', u'Task'), (u'Semantic Web', u'Material'), (u'Emergent Semantics', u'Method')], [(u'Web-based system', u'Method'), (u'intelligent tutoring system', u'Method'), (u'Bayesian networks', u'Method')], [(u'Web-based collective decision-making systems', u'Method'), (u'recommender system', u'OtherScientificTerm'), (u'folksonmy', u'OtherScientificTerm'), (u'document ranking', u'OtherScientificTerm'), (u'information technology', u'Task'), (u'computer science related areas', u'Task')]]","[[(u'education', u'CONJUNCTION', u'entertainment'), (u'education', u'CONJUNCTION', u'business'), (u'entertainment', u'CONJUNCTION', u'business'), (u'entertainment', u'CONJUNCTION', u'health'), (u'business', u'CONJUNCTION', u'health')], [], [], [(u'artificial intelligence techniques', u'USED-FOR', u'smart Web-based systems')], [], [], [(u'artificial intelligence techniques', u'USED-FOR', u'Web developments')], [(u'artificial intelligence techniques', u'USED-FOR', u'Web developments'), (u'artificial intelligence techniques', u'USED-FOR', u'Web functionality')], [(u'personalisation of Web contents', u'CONJUNCTION', u'personalisation of Web services')], [], [], [(u'Bayesian networks', u'USED-FOR', u'intelligent tutoring system')], [(u'recommender system', u'HYPONYM-OF', u'Web-based collective decision-making systems'), (u'recommender system', u'CONJUNCTION', u'folksonmy'), (u'recommender system', u'CONJUNCTION', u'document ranking'), (u'folksonmy', u'HYPONYM-OF', u'Web-based collective decision-making systems'), (u'folksonmy', u'CONJUNCTION', u'document ranking'), (u'document ranking', u'HYPONYM-OF', u'Web-based collective decision-making systems'), (u'information technology', u'CONJUNCTION', u'computer science related areas')]]","[u'The Web has revolutionized the way we seek information on all aspects of education , entertainment , business , health and so on .', u'The Web has evolved into a publishing medium , global electronic market and increasingly , a platform for conducting electronic commerce .', u'A part of this success can be attributed to the tremendous advances made in the Artificial Intelligence field .', u'The popularity of the Web has opened many opportunities to develop smart Web-based systems using artificial intelligence techniques .', u'# R # # N # # R # # N # There exist numerous Web technology and applications that can benefit with the application of artificial intelligence techniques .', u'It is not possible to cover them all in one book with a required degree of quality , depth and width .', u'We present this book to discuss some important Web developments by using artificial intelligence techniques in the areas of Web personalisation , semantic Web and Web services. # R # # N # # R # # N # Chapter 1 will introduce the different topics discussed in this book .', u'Chapter 2 will discuss a broad overview of these Web developments that are evolved with artificial intelligence techniques to improve the Web functionality .', u'Chapters 3 , 4 and 5 discuss the problems and advancements in Personalisation in the areas of the Web personalisation with user profiles , the personalisation of Web contents in mobile devices and the personalisation of Web services respectively .', u'Chapters 6 and 7 discuss the problems of intelligently composing and discovering appropriate Web services respectively .', u'Chapters 8 and 9 will cover the issue of semantic operability problem in Semantic Web by discussing the various concepts of meta in computing and advancements in Emergent Semantics respectively .', u'Chapter 10 presents a smart Web-based system by discussing an intelligent tutoring system based on Bayesian networks .', u'Finally , chapter 11 draws the similarity and distinction between various Web-based collective decision-making systems such as recommender system , folksonmy , document ranking , etc. # R # # N # # R # # N # The primary readers of this book are undergraduate/postgraduate students , researchers and practitioners in information technology and computer science related areas .']"
